Order23	POAexemptCode	Description
25356	O09.529	"Supervision of elderly multigravida, unspecified trimester"
25359	O09.611	"Supervision of young primigravida, first trimester"
25360	O09.612	"Supervision of young primigravida, second trimester"
25361	O09.613	"Supervision of young primigravida, third trimester"
25362	O09.619	"Supervision of young primigravida, unspecified trimester"
25364	O09.621	"Supervision of young multigravida, first trimester"
25365	O09.622	"Supervision of young multigravida, second trimester"
25366	O09.623	"Supervision of young multigravida, third trimester"
25367	O09.629	"Supervision of young multigravida, unspecified trimester"
25369	O09.70	"Supervision of high risk pregnancy due to social problems, unspecified trimester"
25370	O09.71	"Supervision of high risk pregnancy due to social problems, first trimester"
25371	O09.72	"Supervision of high risk pregnancy due to social problems, second trimester"
25372	O09.73	"Supervision of high risk pregnancy due to social problems, third trimester"
25375	O09.811	"Supervision of pregnancy resulting from assisted reproductive technology, first trimester"
25376	O09.812	"Supervision of pregnancy resulting from assisted reproductive technology, second trimester"
25377	O09.813	"Supervision of pregnancy resulting from assisted reproductive technology, third trimester"
25378	O09.819	"Supervision of pregnancy resulting from assisted reproductive technology, unspecified trimester"
25380	O09.821	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, first trimester"
25381	O09.822	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, second trimester"
25382	O09.823	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester"
25383	O09.829	"Supervision of pregnancy with history of in utero procedure during previous pregnancy, unspecified trimester"
25385	O09.891	"Supervision of other high risk pregnancies, first trimester"
25386	O09.892	"Supervision of other high risk pregnancies, second trimester"
25387	O09.893	"Supervision of other high risk pregnancies, third trimester"
25388	O09.899	"Supervision of other high risk pregnancies, unspecified trimester"
25390	O09.90	"Supervision of high risk pregnancy, unspecified, unspecified trimester"
25391	O09.91	"Supervision of high risk pregnancy, unspecified, first trimester"
25392	O09.92	"Supervision of high risk pregnancy, unspecified, second trimester"
25393	O09.93	"Supervision of high risk pregnancy, unspecified, third trimester"
27656	O66.5	Attempted application of vacuum extractor and forceps
27812	O80	Encounter for full-term uncomplicated delivery
27962	O94	"Sequelae of complication of pregnancy, childbirth, and the puerperium"
28210	P00.0	Newborn affected by maternal hypertensive disorders
28211	P00.1	Newborn affected by maternal renal and urinary tract diseases
28212	P00.2	Newborn affected by maternal infectious and parasitic diseases
28213	P00.3	Newborn affected by other maternal circulatory and respiratory diseases
28214	P00.4	Newborn affected by maternal nutritional disorders
28215	P00.5	Newborn affected by maternal injury
28216	P00.6	Newborn affected by surgical procedure on mother
28217	P00.7	"Newborn affected by other medical procedures on mother, not elsewhere classified"
28219	P00.81	Newborn affected by periodontal disease in mother
28220	P00.82	Newborn affected by (positive) maternal group B streptococcus (GBS) colonization
28221	P00.89	Newborn affected by other maternal conditions
28222	P00.9	Newborn affected by unspecified maternal condition
28500	P29.30	Pulmonary hypertension of newborn
28501	P29.38	Other persistent fetal circulation
28690	P78.84	Gestational alloimmune liver disease
28712	P83.81	Umbilical granuloma
28713	P83.88	Other specified conditions of integument specific to newborn
28731	P91.811	Neonatal encephalopathy in diseases classified elsewhere
28732	P91.819	"Neonatal encephalopathy, unspecified"
28734	P91.821	"Neonatal cerebral infarction, right side of brain"
28735	P91.822	"Neonatal cerebral infarction, left side of brain"
28736	P91.823	"Neonatal cerebral infarction, bilateral"
28737	P91.829	"Neonatal cerebral infarction, unspecified side"
28738	P91.88	Other specified disturbances of cerebral status of newborn
28775	Q00.0	Anencephaly
28776	Q00.1	Craniorachischisis
28777	Q00.2	Iniencephaly
28779	Q01.0	Frontal encephalocele
28780	Q01.1	Nasofrontal encephalocele
28781	Q01.2	Occipital encephalocele
28782	Q01.8	Encephalocele of other sites
28783	Q01.9	"Encephalocele, unspecified"
28784	Q02	Microcephaly
28786	Q03.0	Malformations of aqueduct of Sylvius
28787	Q03.1	Atresia of foramina of Magendie and Luschka
28788	Q03.8	Other congenital hydrocephalus
28789	Q03.9	"Congenital hydrocephalus, unspecified"
28791	Q04.0	Congenital malformations of corpus callosum
28792	Q04.1	Arhinencephaly
28793	Q04.2	Holoprosencephaly
28794	Q04.3	Other reduction deformities of brain
28795	Q04.4	Septo-optic dysplasia of brain
28796	Q04.5	Megalencephaly
28797	Q04.6	Congenital cerebral cysts
28798	Q04.8	Other specified congenital malformations of brain
28799	Q04.9	"Congenital malformation of brain, unspecified"
28801	Q05.0	Cervical spina bifida with hydrocephalus
28802	Q05.1	Thoracic spina bifida with hydrocephalus
28803	Q05.2	Lumbar spina bifida with hydrocephalus
28804	Q05.3	Sacral spina bifida with hydrocephalus
28805	Q05.4	Unspecified spina bifida with hydrocephalus
28806	Q05.5	Cervical spina bifida without hydrocephalus
28807	Q05.6	Thoracic spina bifida without hydrocephalus
28808	Q05.7	Lumbar spina bifida without hydrocephalus
28809	Q05.8	Sacral spina bifida without hydrocephalus
28810	Q05.9	"Spina bifida, unspecified"
28812	Q06.0	Amyelia
28813	Q06.1	Hypoplasia and dysplasia of spinal cord
28814	Q06.2	Diastematomyelia
28815	Q06.3	Other congenital cauda equina malformations
28816	Q06.4	Hydromyelia
28817	Q06.8	Other specified congenital malformations of spinal cord
28818	Q06.9	"Congenital malformation of spinal cord, unspecified"
28821	Q07.00	Arnold-Chiari syndrome without spina bifida or hydrocephalus
28822	Q07.01	Arnold-Chiari syndrome with spina bifida
28823	Q07.02	Arnold-Chiari syndrome with hydrocephalus
28824	Q07.03	Arnold-Chiari syndrome with spina bifida and hydrocephalus
28825	Q07.8	Other specified congenital malformations of nervous system
28826	Q07.9	"Congenital malformation of nervous system, unspecified"
28828	Q10.0	Congenital ptosis
28829	Q10.1	Congenital ectropion
28830	Q10.2	Congenital entropion
28831	Q10.3	Other congenital malformations of eyelid
28832	Q10.4	Absence and agenesis of lacrimal apparatus
28833	Q10.5	Congenital stenosis and stricture of lacrimal duct
28834	Q10.6	Other congenital malformations of lacrimal apparatus
28835	Q10.7	Congenital malformation of orbit
28837	Q11.0	Cystic eyeball
28838	Q11.1	Other anophthalmos
28839	Q11.2	Microphthalmos
28840	Q11.3	Macrophthalmos
28842	Q12.0	Congenital cataract
28843	Q12.1	Congenital displaced lens
28844	Q12.2	Coloboma of lens
28845	Q12.3	Congenital aphakia
28846	Q12.4	Spherophakia
28847	Q12.8	Other congenital lens malformations
28848	Q12.9	"Congenital lens malformation, unspecified"
28850	Q13.0	Coloboma of iris
28851	Q13.1	Absence of iris
28852	Q13.2	Other congenital malformations of iris
28853	Q13.3	Congenital corneal opacity
28854	Q13.4	Other congenital corneal malformations
28855	Q13.5	Blue sclera
28857	Q13.81	Rieger's anomaly
28858	Q13.89	Other congenital malformations of anterior segment of eye
28859	Q13.9	"Congenital malformation of anterior segment of eye, unspecified"
28861	Q14.0	Congenital malformation of vitreous humor
28862	Q14.1	Congenital malformation of retina
28863	Q14.2	Congenital malformation of optic disc
28864	Q14.3	Congenital malformation of choroid
28865	Q14.8	Other congenital malformations of posterior segment of eye
28866	Q14.9	"Congenital malformation of posterior segment of eye, unspecified"
28868	Q15.0	Congenital glaucoma
28869	Q15.8	Other specified congenital malformations of eye
28870	Q15.9	"Congenital malformation of eye, unspecified"
28872	Q16.0	Congenital absence of (ear) auricle
28873	Q16.1	"Congenital absence, atresia and stricture of auditory canal (external)"
28874	Q16.2	Absence of eustachian tube
28875	Q16.3	Congenital malformation of ear ossicles
28876	Q16.4	Other congenital malformations of middle ear
28877	Q16.5	Congenital malformation of inner ear
28878	Q16.9	"Congenital malformation of ear causing impairment of hearing, unspecified"
28880	Q17.0	Accessory auricle
28881	Q17.1	Macrotia
28882	Q17.2	Microtia
28883	Q17.3	Other misshapen ear
28884	Q17.4	Misplaced ear
28885	Q17.5	Prominent ear
28886	Q17.8	Other specified congenital malformations of ear
28887	Q17.9	"Congenital malformation of ear, unspecified"
28889	Q18.0	"Sinus, fistula and cyst of branchial cleft"
28890	Q18.1	Preauricular sinus and cyst
28891	Q18.2	Other branchial cleft malformations
28892	Q18.3	Webbing of neck
28893	Q18.4	Macrostomia
28894	Q18.5	Microstomia
28895	Q18.6	Macrocheilia
28896	Q18.7	Microcheilia
28897	Q18.8	Other specified congenital malformations of face and neck
28898	Q18.9	"Congenital malformation of face and neck, unspecified"
28900	Q20.0	Common arterial trunk
28901	Q20.1	Double outlet right ventricle
28902	Q20.2	Double outlet left ventricle
28903	Q20.3	Discordant ventriculoarterial connection
28904	Q20.4	Double inlet ventricle
28905	Q20.5	Discordant atrioventricular connection
28906	Q20.6	Isomerism of atrial appendages
28907	Q20.8	Other congenital malformations of cardiac chambers and connections
